,fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage
0,2022-06-30,2022-08-03,1.49,1.47,0.02,1.3605
1,2022-03-31,2022-06-14,1.45,1.57,-0.12,-7.6433
2,2021-12-31,2022-02-10,0.92,1.79,-0.87,-48.6034
3,2021-09-30,2021-11-12,7.5466,None,None,None
4,2021-06-30,2021-06-30,1.1208,None,None,None
5,2021-03-31,2021-03-31,0.0076,None,None,None
